STATS_ID,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2460,77486,0,0,98,5,1146,182,336,0.541666,0,3,0,115,168,0.684523,141,222,363,22,27,51,78,188,479
2461,101131,0,0,618,188,11378,1398,2823,0.495217,0,5,0,685,1214,0.56425,1048,1528,2576,266,230,490,487,1197,3481
2462,77487,0,0,835,538,23769,3433,6293,0.545526,1,19,0.052631578947369,3598,4592,0.783536,2108,3153,5261,1862,671,433,1841,2273,10465
2463,137,0,0,855,497,24319,3932,9878,0.398056,1256,3931,0.319511,1792,2446,0.732624,378,1822,2200,2912,975,152,1663,1766,10912
2464,77489,0,0,379,0,6619,1351,2981,0.453203,0,0,0,637,798,0.798245,29,120,1309,389,29,10,0,751,3339
2465,77490,0,0,355,8,8029,1432,3100,0.461935,0,8,0,826,1018,0.811394,508,942,1450,610,285,44,429,790,3690
2466,101118,0,0,119,25,1869,324,708,0.457627,3,13,0.230769,170,228,0.745614,155,326,481,115,53,47,134,236,821
2467,195,0,0,496,150,10345,950,2287,0.415391,379,1006,0.376739,267,405,0.659259,142,500,642,1767,352,43,591,865,2546
2468,77492,0,0,74,0,1000,119,267,0.445692,0,0,0,59,104,0.567307,107,172,279,40,9,46,0,166,297
2469,77493,0,0,24,0,255,30,99,0.30303,15,41,0.365853,24,36,0.666666,3,13,16,35,16,2,31,41,99
2470,77495,0,0,7,0,54,8,18,0.444444,0,0,0,1,2,0.5,7,2,9,1,0,1,3,8,17
2471,77494,0,0,13,0,64,17,46,0.369565,0,0,0,3,3,1,1,7,8,4,0,0,0,18,37
2472,201953,0,0,267,2,3895,440,1122,0.392156,111,317,0.350157,150,208,0.721153,67,281,348,760,111,20,281,296,1141
2473,201564,0,0,547,325,16921,2808,6547,0.428898,854,2287,0.373414,1104,1346,0.820208,285,1421,1706,1607,559,141,1130,1239,7574
2474,77496,0,0,115,64,2964,429,1047,0.409742,104,287,0.362369,311,415,0.749397,75,158,233,326,102,14,213,232,1273
2475,77497,0,0,26,0,0,33,110,0.3,0,0,0,32,45,0.711111,0,0,0,29,0,0,0,34,98
2476,201601,0,0,686,453,16014,1683,3703,0.454496,207,617,0.335494,802,1216,0.659539,961,1837,2798,588,610,263,645,1242,4375
2477,2788,0,0,234,4,1565,180,383,0.469973,0,2,0,54,89,0.606741,129,222,351,41,37,141,87,286,414
2478,77498,0,0,852,1,28327,7420,14751,0.503016,3,37,0.081081081081081,3944,5229,0.754255,1818,5502,8048,1951,751,1147,1223,2726,18787
2479,203949,0,0,111,3,874,133,252,0.527777,5,17,0.294117,63,118,0.533898,79,109,188,37,33,47,42,108,334
2480,77499,0,0,12,0,249,48,147,0.32653,0,0,0,21,29,0.724137,0,31,31,14,0,0,0,31,117
2481,203492,0,0,154,46,2807,374,916,0.408296,71,212,0.334905,101,142,0.711267,78,228,306,368,79,27,148,190,920
2482,737,0,0,178,7,2385,296,618,0.478964,1,5,0.2,146,253,0.577075,154,314,468,104,80,79,134,349,739
2483,77500,0,0,41,0,331,23,113,0.203539,0,0,0,28,40,0.7,0,50,50,65,0,0,0,37,74
2484,77502,0,0,13,0,65,8,26,0.307692,0,0,0,6,8,0.75,1,5,6,2,3,1,1,11,22
2485,101119,0,0,249,39,5037,923,2144,0.430503,292,793,0.368221,341,460,0.741304,114,392,506,331,183,61,362,584,2479
2486,77503,0,0,68,0,0,239,853,0.280187,0,0,0,180,293,0.614334,0,0,0,62,0,0,0,189,658
2487,77504,0,0,103,0,1182,170,394,0.431472,2,8,0.25,50,69,0.724637,32,63,95,172,37,0,24,100,392
2488,77505,0,0,155,0,2842,482,1198,0.402337,0,0,0,126,192,0.65625,0,248,248,304,0,0,0,281,1090
2489,77506,0,0,316,0,8828,958,2714,0.352984,0,0,0,534,859,0.621653,0,1145,1145,1184,0,0,0,885,2450
2490,77507,0,0,19,0,0,10,82,0.121951,0,0,0,1,10,0.1,0,0,0,2,0,0,0,22,21
2491,1820,0,0,2,0,4,2,3,0.666666,0,0,0,0,0,0,2,1,3,0,0,0,2,0,4
2492,962,0,0,593,108,10369,1092,2786,0.391959,456,1318,0.345978,416,596,0.697986,410,1144,1554,670,380,173,520,1211,3056
2493,1043,0,0,114,4,971,81,215,0.376744,0,3,0,42,69,0.608695,75,138,213,36,24,36,52,132,204
2494,1627775,0,0,132,30,2094,200,480,0.416666,61,208,0.293269,55,71,0.774647,37,149,186,160,77,25,81,132,516
2495,77509,0,0,45,4,461,69,180,0.383333,1,9,0.111111,18,35,0.514285,14,16,30,67,38,4,40,61,157
2496,77510,0,0,178,0,3487,430,963,0.446521,0,0,0,198,252,0.785714,97,313,410,541,183,19,144,430,1058
2497,2082,0,0,6,1,58,9,18,0.5,0,0,0,0,5,0,10,7,17,1,0,2,3,11,18
2498,77512,0,0,1,0,16,3,9,0.333333,0,0,0,0,0,0,0,3,3,1,0,0,0,2,6
2499,45,0,0,766,193,17428,2469,6140,0.402117,920,2573,0.357559,1067,1318,0.809559,659,1683,2342,1769,593,190,1070,1646,6925
2500,203468,0,0,386,289,11480,2599,5723,0.454132,746,1870,0.39893,844,1005,0.8398,220,956,1176,1105,338,126,672,803,6788
2501,77513,0,0,11,0,106,4,29,0.137931,0,0,0,6,14,0.428571,0,20,20,8,0,0,0,7,14
2502,77514,0,0,14,0,297,27,71,0.380281,0,0,0,14,29,0.482758,0,34,34,41,0,0,0,39,68
2503,204456,0,0,278,69,6288,783,1609,0.486637,77,231,0.333333,150,195,0.76923,134,680,814,1355,368,44,467,445,1793
2504,77515,0,0,2,0,9,2,4,0.5,0,0,0,0,0,0,1,1,2,1,0,0,2,0,4
2505,77516,0,0,483,210,10390,1547,2893,0.534739,1,16,0.0625,935,1330,0.703007,777,1589,2366,491,139,187,619,1256,4030
2506,1741,0,0,260,72,3820,510,947,0.538542,0,0,0,180,367,0.490463,285,636,921,135,75,193,245,521,1200
2507,77517,0,0,37,0,437,63,140,0.45,0,0,0,34,57,0.596491,7,15,73,33,6,0,0,52,160
2508,200840,0,0,5,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2509,1622,0,0,768,629,24876,3516,6997,0.502501,57,219,0.260273,1925,2529,0.76117,1645,3442,5087,2750,585,493,1419,1734,9014
2510,77518,0,0,77,8,892,83,196,0.423469,0,0,0,58,95,0.610526,70,120,190,74,21,26,68,114,224
2511,1628571,0,0,4,0,8,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
2512,1626191,0,0,59,4,533,78,183,0.426229,15,49,0.306122,23,42,0.547619,41,71,112,15,30,19,20,54,194
2513,77520,0,0,8,0,23,9,13,0.692307,0,0,0,3,5,0.6,1,3,4,3,2,0,3,3,21
2514,723,0,0,12,0,71,8,23,0.347826,2,6,0.333333,12,16,0.75,3,7,10,7,5,0,2,10,30
2515,1365,0,0,870,529,25204,5673,11685,0.485494,74,283,0.261484,2186,3046,0.717662,2082,3231,5313,1775,791,416,1887,2557,13606
2516,77523,0,0,184,0,2705,409,1018,0.401768,0,0,0,149,212,0.70283,123,260,810,170,15,62,50,366,967
2517,203909,0,0,148,16,2093,278,675,0.411851,70,241,0.290456,156,201,0.776119,96,228,324,95,70,94,151,205,782
2518,203926,0,0,308,13,6227,897,1976,0.453947,342,849,0.402826,253,306,0.826797,111,563,674,237,61,33,187,420,2389
2519,77524,0,0,176,75,3692,463,989,0.468149,10,44,0.227272,125,172,0.726744,215,353,568,236,77,17,149,487,1061
2520,77525,0,0,146,0,1493,269,672,0.400297,0,0,0,71,97,0.731958,84,131,215,99,51,25,0,192,609
2521,1075,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
2522,77527,0,0,206,1,1857,229,508,0.450787,0,8,0,142,200,0.71,186,278,464,98,34,29,131,274,600
2523,686,0,0,1015,645,28055,5046,10161,0.496604,7,60,0.116666,2128,3178,0.669603,2478,5160,7638,1300,782,1102,1623,3077,12227
2524,77528,0,0,418,17,10178,1636,3494,0.468231,7,34,0.205882352941176,841,1101,0.763851,242,578,820,1462,384,127,610,711,4120
2525,200829,0,0,11,0,41,5,13,0.384615,0,1,0,5,7,0.714285,7,4,11,1,0,0,1,8,15
2526,77529,0,0,51,0,0,62,195,0.317948,0,0,0,52,88,0.590909,0,0,0,51,0,0,0,104,176
2527,203956,0,0,52,2,557,99,188,0.526595,0,6,0,29,50,0.58,57,126,183,17,17,18,38,82,227
2528,201580,0,0,597,224,10208,1957,3486,0.561388,2,21,0.095238,683,1163,0.587274,1087,1827,2914,219,229,924,562,1250,4599
2529,77530,0,0,520,136,9271,2087,4286,0.486934,306,866,0.353348,488,817,0.597307,542,570,1112,629,371,49,630,1012,4968
2530,77531,0,0,158,0,2507,658,1355,0.485608,0,0,0,297,418,0.710526,0,611,611,168,0,0,0,367,1613
2531,77532,0,0,528,4,16194,3386,7566,0.447528,2,25,0.08,2316,3559,0.650744,1601,3576,5177,1985,923,236,1291,1984,9090
2532,77533,0,0,792,0,20930,4001,8174,0.489478,0,0,0,1167,1381,0.845039,61,214,1928,2280,102,13,0,1370,9169
2533,1503,0,0,938,703,30657,6709,15413,0.435281,1081,3198,0.338023,3882,5202,0.746251,1300,3976,5276,4161,1136,807,2029,1661,18381
2534,77534,0,0,42,0,532,66,182,0.362637,0,0,0,39,56,0.696428,0,148,148,18,0,0,0,120,171
2535,203585,0,0,137,108,3405,374,887,0.421645,150,418,0.358851,85,128,0.664062,145,307,452,233,80,29,112,255,983
2536,77536,0,0,191,0,2966,251,663,0.378582,0,0,0,255,463,0.550755,0,418,418,363,0,0,0,501,757
2537,77535,0,0,2,0,10,2,4,0.5,0,0,0,0,0,0,0,2,2,1,0,0,0,2,4
2538,77537,0,0,738,0,17170,2048,5259,0.389427,0,0,0,1825,2836,0.643511,0,2784,2784,4205,0,0,0,1695,5921
2539,201187,0,0,342,84,5349,388,927,0.418554,3,16,0.1875,160,243,0.658436,344,825,1169,422,154,184,242,501,939
2540,1450,0,0,971,400,30118,6830,12334,0.553753,41,157,0.261146,3634,4554,0.797979,2358,4764,7122,1670,344,1690,1893,2758,17335
2541,29,0,0,401,212,5932,423,948,0.446202,1,10,0.1,225,408,0.55147,479,764,1243,105,136,691,231,1052,1072
2542,976,0,0,576,334,15932,2189,5081,0.43082,305,929,0.32831,713,896,0.795758,243,927,1170,2514,371,31,789,1194,5396
2543,77540,0,0,177,0,3700,401,1111,0.360936,0,0,0,132,227,0.581497,117,259,696,173,56,32,0,333,934
2544,77541,0,0,243,26,3460,498,1204,0.413621,103,283,0.363957,221,270,0.818518,102,215,317,342,184,25,204,491,1320
2545,77542,0,0,6,0,42,7,28,0.25,1,2,0.5,2,2,1,2,5,7,1,1,0,3,9,17
2546,77543,0,0,396,0,7479,1281,2885,0.44402,0,0,0,1017,1268,0.80205,3,13,1117,611,3,0,0,894,3579
2547,365,0,0,937,639,27225,3908,8048,0.485586,203,642,0.316199,2247,2885,0.778856,1515,2872,4387,2254,1072,611,1713,2700,10266
2548,243,0,0,793,287,19159,2265,5177,0.437512,388,1109,0.349864,953,1224,0.778594,482,2105,2587,2126,912,164,1059,1588,5871
2549,77547,0,0,476,65,9189,1554,3154,0.492707,3,48,0.0625,712,868,0.820276,134,543,677,1661,353,40,637,860,3823
2550,77545,0,0,9,0,113,10,41,0.243902,0,1,0,2,4,0.5,4,9,13,7,6,1,7,16,22
2551,77546,0,0,318,0,1083,1145,3844,0.297866,0,0,0,704,990,0.711111,0,373,373,503,0,0,0,1023,2994
2552,203590,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,1628035,0,0,50,0,578,83,175,0.474285,28,77,0.363636,16,28,0.571428,49,97,146,16,8,10,20,78,210
2554,203463,0,0,367,234,8711,1172,2817,0.416045,437,1241,0.352135,448,572,0.783216,173,734,907,407,247,70,460,826,3229
2555,77548,0,0,580,0,12221,1947,4943,0.39389,0,0,0,1236,1603,0.771054,0,3161,3161,733,0,0,0,1442,5130
2556,77549,0,0,10,0,85,2,16,0.125,0,0,0,8,15,0.533333,0,21,21,4,0,0,0,16,12
2557,2693,0,0,200,88,3719,363,1018,0.356581,59,209,0.282296,320,400,0.8,40,228,268,536,145,27,250,359,1105
2558,1728,0,0,113,45,2126,338,827,0.408706,5,45,0.111111,136,166,0.819277,91,217,308,124,41,14,140,198,817
2559,77551,0,0,524,0,14228,1615,4790,0.33716,0,0,0,1007,1580,0.637341,0,1390,1390,1939,0,0,0,1483,4237
2560,203,0,0,796,373,20466,1833,4136,0.443181,298,870,0.342528,769,1183,0.650042,919,2303,3222,4893,1544,356,1486,2408,4733
2561,77553,0,0,729,54,14770,2420,5014,0.482648,3,23,0.130434782608696,1071,1329,0.805869,957,1956,2913,788,198,190,693,1740,5914
2562,77554,0,0,631,0,20227,3644,7557,0.482201,0,0,0,1448,1741,0.831705,639,1381,3319,1557,435,80,120,1200,8736
2563,77555,0,0,263,0,4977,981,2259,0.434262,0,0,0,435,686,0.63411,0,1571,1571,232,0,0,0,748,2397
2564,77556,0,0,109,0,0,201,657,0.305936,0,0,0,125,223,0.560538,0,128,128,120,0,0,0,321,527
2565,77557,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2566,77558,0,0,278,25,2707,362,707,0.512022,0,0,0,256,467,0.548179,345,482,827,77,35,39,223,374,980
2567,77559,0,0,118,0,695,116,389,0.2982,0,0,0,57,92,0.619565,0,238,238,58,0,0,0,196,289
2568,202077,0,0,6,0,36,3,11,0.272727,1,2,0.5,2,2,1,0,3,3,2,3,1,5,5,9
2569,77560,0,0,108,22,1864,181,397,0.455919,0,0,0,104,158,0.658227,160,334,494,110,90,30,116,274,466
2570,77562,0,0,125,0,1828,222,563,0.394316,0,0,0,131,160,0.81875,0,179,179,327,0,0,0,204,575
2571,77561,0,0,297,0,5094,915,1963,0.466123,0,0,0,703,902,0.779379,477,963,1440,225,183,78,71,702,2533
2572,77563,0,0,1,0,14,1,6,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2573,2101,0,0,55,0,593,109,216,0.504629,2,12,0.166666,42,58,0.724137,40,39,79,38,25,4,47,80,262
2574,77565,0,0,3,0,7,3,3,1,0,0,0,0,0,0,3,5,8,0,0,1,0,1,6
2575,203895,0,0,67,5,615,94,239,0.393305,28,76,0.368421,48,62,0.774193,11,55,66,46,12,8,29,48,264
2576,77566,0,0,5,0,28,1,12,0.083333,0,0,0,1,2,0.5,0,6,6,1,0,0,0,0,3
2577,201177,0,0,433,179,8272,914,1972,0.463488,196,576,0.340277,309,438,0.705479,468,1218,1686,901,222,194,381,817,2333
2578,77567,0,0,44,0,245,34,98,0.346938,0,0,0,18,37,0.486486,0,60,60,5,0,0,0,46,86
2579,77568,0,0,81,0,0,151,593,0.254637,0,0,0,141,206,0.684466,0,0,0,45,0,0,0,202,443
2580,2098,0,0,263,58,3336,590,1311,0.450038,2,13,0.153846,208,281,0.740213,335,409,744,136,88,42,159,518,1390
2581,1577,0,0,40,0,293,29,93,0.311827,6,27,0.222222,12,27,0.444444,17,19,36,18,16,13,18,34,76
2582,201975,0,0,531,204,12006,1644,3930,0.41832,767,2060,0.37233,882,1003,0.879361,147,961,1108,575,412,35,408,627,4937
2583,77570,0,0,318,0,6329,1121,2687,0.417193,0,0,0,416,616,0.675324,180,520,1703,398,88,106,0,929,2658
2584,77571,0,0,39,0,201,26,72,0.361111,1,1,1,19,27,0.703703,10,30,40,15,11,7,15,17,72
2585,77572,0,0,193,0,2294,832,2182,0.381301,0,0,0,405,571,0.709281,0,505,505,550,0,0,0,561,2069
2586,77573,0,0,343,0,6782,790,2154,0.366759,0,0,0,758,1003,0.755732,0,1626,1626,433,0,0,0,1047,2338
2587,77574,0,0,98,0,0,209,662,0.315709,0,0,0,98,156,0.628205,0,0,0,63,0,0,0,124,516
2588,1626257,0,0,181,18,2114,238,374,0.636363,1,9,0.111111,106,179,0.592178,231,474,705,65,64,165,105,342,583
2589,203539,0,0,35,1,335,33,106,0.31132,5,23,0.217391,8,12,0.666666,5,23,28,76,6,1,33,32,79
2590,77576,0,0,144,0,1450,284,689,0.412191,0,0,0,72,107,0.672897,0,202,202,203,0,0,0,148,640
2591,77575,0,0,137,0,2780,434,978,0.443762,0,0,0,206,248,0.830645,91,238,329,298,89,21,0,201,1074
2592,203097,0,0,6,0,36,3,6,0.5,0,0,0,1,4,0.25,0,3,3,0,2,2,1,7,7
2593,1629001,0,0,29,21,615,65,180,0.361111,23,73,0.315068,15,18,0.833333,14,66,80,102,47,16,50,78,168
2594,77577,0,0,57,0,0,99,376,0.263297,0,0,0,83,127,0.653543,0,0,0,37,0,0,0,150,281
2595,77578,0,0,416,0,8554,1004,2112,0.475378,0,0,0,544,867,0.62745,286,386,1086,1046,242,28,0,700,2552
2596,77579,0,0,141,0,2821,363,1063,0.341486,0,0,0,257,336,0.76488,0,347,347,333,0,0,0,169,983
2597,77580,0,0,636,0,12788,2418,5047,0.479096,0,6,0,1382,1708,0.809133,203,689,1221,1329,324,28,280,1284,6218
2598,77581,0,0,6,0,0,6,17,0.352941,0,0,0,3,8,0.375,0,0,0,7,0,0,0,7,15
2599,200822,0,0,61,0,509,64,156,0.410256,0,2,0,53,90,0.588888,83,97,180,11,14,14,40,82,181
2600,1500,0,0,432,278,13418,2490,5803,0.429088,60,240,0.25,852,1054,0.808349,383,959,1342,921,456,113,683,881,5892
2601,77582,0,0,669,119,14807,2170,4244,0.51131,1,3,0.333333333333333,1098,1598,0.687108,1285,2479,3764,603,311,810,737,2253,5439
2602,77583,0,0,31,0,268,48,122,0.393442,0,0,0,23,33,0.696969,0,29,29,43,0,0,0,19,119
2603,77584,0,0,778,0,23459,3877,8793,0.440918,0,0,0,2150,2885,0.745233,0,6698,6698,1331,0,0,0,2841,9904
2604,1629002,0,0,19,0,105,16,42,0.380952,0,2,0,12,15,0.8,8,18,26,11,5,2,10,8,44
2605,684,0,0,140,54,2039,260,602,0.431893,8,23,0.347826,117,168,0.696428,171,309,480,77,31,50,133,371,645
2606,77586,0,0,281,0,7471,1208,2623,0.460541,1,5,0.2,732,1083,0.6759,527,1244,1771,652,272,143,395,755,3149
2607,77587,0,0,365,0,3758,1375,4166,0.330052,0,0,0,1101,1752,0.628424,0,999,999,518,0,0,0,1358,3851
2608,77588,0,0,96,0,897,140,247,0.566801,0,3,0,50,82,0.609756,102,154,256,49,41,32,57,121,330
2609,1626175,0,0,64,4,482,62,138,0.449275,2,17,0.117647,26,43,0.604651,37,91,128,17,9,27,28,53,152
2610,203114,0,0,420,348,13339,2351,5202,0.451941,680,1745,0.389684,1075,1231,0.873273,231,1574,1805,1311,560,85,775,1139,6457
2611,77589,0,0,7,0,0,3,9,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
2612,2036,0,0,436,256,8754,1253,2731,0.458806,3,13,0.230769,753,1069,0.704396,865,1437,2302,223,128,444,535,1264,3262
2613,77590,0,0,323,0,2779,799,2493,0.320497,0,0,0,565,747,0.756358,0,1093,1093,296,0,0,0,919,2163
2614,600012,0,0,439,0,8350,3544,8783,0.403506,0,0,0,3068,3924,0.781855,0,4167,4167,1245,0,0,0,1862,10156
2615,77591,0,0,53,0,536,62,186,0.333333,0,0,0,34,55,0.618181,0,139,139,41,0,0,0,56,158
2616,77593,0,0,699,0,18443,3547,8812,0.402519,0,0,0,2969,3874,0.766391,0,5940,5940,1515,0,0,0,2812,10063
2617,77594,0,0,8,0,0,5,21,0.238095,0,0,0,17,21,0.809523,0,0,0,4,0,0,0,22,27
2618,101223,0,0,19,0,118,6,18,0.333333,0,0,0,4,4,1,0,14,14,24,4,1,11,13,16
2619,101139,0,0,819,303,16750,2807,6819,0.411643,1205,3364,0.358204,1055,1305,0.808429,355,1607,1962,886,576,243,708,1747,7874
2620,2032,0,0,446,190,11730,1874,3973,0.471683,22,131,0.167938,737,1250,0.5896,575,1615,2190,840,384,495,892,1023,4507
2621,77596,0,0,605,0,15681,3301,7505,0.43984,0,0,0,1518,2032,0.747047,0,1860,1860,1225,0,0,0,1385,8120
2622,1527,0,0,44,0,216,47,84,0.559523,3,7,0.428571,11,17,0.647058,13,17,30,14,13,1,27,24,108
2623,2545,0,0,468,208,8638,1196,2602,0.459646,0,6,0,421,734,0.573569,628,1343,1971,405,206,613,573,1065,2813
2624,77598,0,0,56,0,0,90,343,0.26239,0,0,0,64,112,0.571428,0,0,0,42,0,0,0,120,244
2625,1889,0,0,1304,939,40268,6035,13104,0.460546,193,888,0.217342,4015,4975,0.807035,1373,3422,4795,8524,1546,227,3121,2882,16278
2626,292,0,0,181,15,1637,197,386,0.510362,2,8,0.25,114,198,0.575757,185,303,488,66,58,26,90,244,510
2627,77605,0,0,28,0,0,21,72,0.291666,0,0,0,11,20,0.55,0,0,0,20,0,0,0,32,53
2628,77603,0,0,2,0,8,2,3,0.666666,0,0,0,0,0,0,2,3,5,1,0,1,0,5,4
2629,1802,0,0,868,598,24538,3446,7174,0.480345,201,610,0.329508,2631,3273,0.803849,1708,4491,6199,2470,639,592,1367,2383,9724
2630,203121,0,0,224,19,4348,429,996,0.430722,264,669,0.394618,118,139,0.84892,42,314,356,265,95,53,137,445,1240
2631,77602,0,0,8,0,53,4,9,0.444444,0,1,0,0,0,0,2,5,7,5,4,0,8,5,8
2632,77599,0,0,142,0,3675,517,1381,0.374366,0,0,0,418,604,0.692052,0,1206,1206,210,0,0,0,444,1452
2633,77600,0,0,53,0,0,58,260,0.223076,0,0,0,36,82,0.439024,0,0,0,42,0,0,0,119,152
2634,77601,0,0,11,0,79,10,41,0.243902,0,0,0,9,14,0.642857,0,9,9,1,0,0,0,15,29
2635,1626259,0,0,15,4,126,13,28,0.464285,8,21,0.380952,4,4,1,4,11,15,3,1,2,5,10,38
2636,2034,0,0,1032,570,27813,4016,8747,0.459128,1590,3910,0.406649,1351,1757,0.768924,632,3744,4376,2666,573,229,1561,2043,10973
2637,932,0,0,493,196,11341,1536,2874,0.534446,5,43,0.116279,548,858,0.638694,940,1953,2893,1061,455,758,921,1460,3625
2638,203113,0,0,69,16,935,107,306,0.349673,33,113,0.292035,48,68,0.705882,41,128,169,37,30,37,54,82,295
2639,397,0,0,1389,1304,47620,8241,17499,0.470941,2560,6486,0.394696,6237,7026,0.887702,883,3299,4182,4141,1505,299,2409,2730,25279
2640,77604,0,0,12,0,0,7,21,0.333333,0,0,0,9,18,0.5,0,0,0,6,0,0,0,16,23
2641,168,0,0,568,328,17284,2391,5541,0.43151,439,1251,0.350919,1136,1391,0.816678,772,2036,2808,1063,421,247,726,1532,6357
2642,77606,0,0,47,0,0,55,187,0.294117,0,0,0,71,129,0.550387,0,0,0,9,0,0,0,94,181
2643,201988,0,0,569,54,10685,1720,3990,0.431077,827,2116,0.390831,452,533,0.84803,178,761,939,1315,369,45,562,722,4719
2644,371,0,0,678,303,16424,2847,6227,0.457202,533,1387,0.384282,948,1214,0.780889,1029,2651,3680,891,397,296,851,1896,7175
2645,202407,0,0,69,5,1120,93,284,0.327464,29,104,0.278846,72,106,0.679245,37,154,191,78,63,19,78,159,287
2646,200794,0,0,911,628,26763,4855,9885,0.491148,398,1200,0.331666,2798,3816,0.733228,2051,4692,6743,2096,1185,944,1644,2827,12906
2647,1629003,0,0,11,0,85,13,32,0.40625,7,17,0.411764,4,5,0.8,6,9,15,10,3,3,2,10,37
2648,114,0,0,200,47,3748,692,1504,0.460106,23,74,0.31081,394,502,0.78486,191,241,432,245,80,27,278,370,1801
2649,77609,0,0,222,60,3801,493,1050,0.469523,25,92,0.271739,176,238,0.739495,102,265,367,845,196,11,358,472,1187
2650,77610,0,0,116,0,3168,339,942,0.359872,0,0,0,199,264,0.753787,0,527,527,288,0,0,0,372,877
2651,65,0,0,277,93,5145,794,1662,0.477737,24,106,0.226415,290,378,0.767195,258,483,741,384,156,46,225,464,1902
2652,77612,0,0,4,0,20,1,4,0.25,0,0,0,3,4,0.75,0,4,4,2,0,0,0,5,5
2653,202703,0,0,302,92,7318,1234,2912,0.423763,572,1600,0.3575,662,823,0.804374,284,1519,1803,383,229,214,366,634,3702
2654,77613,0,0,3,0,0,3,13,0.230769,0,0,0,1,3,0.333333,0,0,0,0,0,0,0,7,7
2655,1954,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
2656,1628378,0,0,121,113,4027,931,2158,0.431417,279,836,0.333732,384,478,0.803347,75,374,449,446,186,42,332,324,2525
2657,77615,0,0,759,443,24537,6371,12912,0.493416,19,88,0.215909090909091,2255,2894,0.779198,1539,2707,4246,1010,530,400,1300,2012,15016
2658,77616,0,0,2,0,0,1,3,0.333333,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
2659,417,0,0,994,322,22260,3220,7206,0.446849,65,292,0.222602,2131,2719,0.783744,1251,2460,3711,1089,548,301,838,2509,8636
2660,77614,0,0,24,0,353,43,97,0.443298,0,0,0,37,64,0.578125,18,32,50,21,16,2,33,51,123
2661,203183,0,0,3,0,10,3,5,0.6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,6
2662,203502,0,0,21,0,79,5,12,0.416666,1,1,1,11,19,0.578947,15,11,26,2,6,3,4,9,22
2663,1628513,0,0,6,0,19,3,6,0.5,2,5,0.4,0,0,0,0,0,0,1,0,0,3,3,8
2664,77618,0,0,787,20,18827,3204,6428,0.498444,6,21,0.285714285714286,1941,2417,0.803061,1356,2552,4159,1393,884,173,563,1693,8355
2665,77619,0,0,31,0,608,75,246,0.304878,0,0,0,31,48,0.645833,0,101,101,62,0,0,0,54,181
2666,1749,0,0,747,581,27621,4319,9979,0.432808,1085,2867,0.378444,2241,2684,0.834947,543,2359,2902,2015,878,313,1520,1710,11964
2667,211,0,0,113,38,1568,180,333,0.54054,3,4,0.75,77,162,0.475308,139,212,351,57,27,61,103,194,440
2668,77621,0,0,20,0,110,5,17,0.294117,0,0,0,6,10,0.6,10,11,21,7,2,2,8,16,16
2669,77622,0,0,231,0,0,646,1944,0.332304,0,0,0,683,954,0.715932,0,102,102,319,0,0,0,575,1975
2670,1737,0,0,1005,354,15892,2402,4939,0.486333,0,8,0,1023,1599,0.639774,1808,2900,4708,375,432,639,919,2156,5827
2671,2040,0,0,145,3,1392,158,323,0.489164,0,3,0,70,118,0.59322,126,269,395,38,45,68,104,183,386
2672,77623,0,0,694,38,9739,1099,2437,0.450964,11,51,0.215686,555,800,0.69375,709,1633,2342,500,228,309,585,1818,2764
2673,77624,0,0,29,0,993,108,278,0.388489,0,0,0,134,176,0.761363,0,209,209,47,0,0,0,74,350
2674,77625,0,0,13,0,75,19,51,0.372549,0,0,0,7,13,0.538461,0,22,22,2,0,0,0,9,45
2675,77626,0,0,767,513,23150,4117,8198,0.502195,110,387,0.284237,3587,4319,0.830516,1424,2151,3575,2793,924,226,1551,1635,11931
2676,77627,0,0,425,0,10827,2239,4536,0.493606,0,0,0,733,980,0.747959,338,556,894,1623,524,62,712,1148,5211
2677,2752,0,0,26,15,343,29,87,0.333333,9,34,0.264705,10,14,0.714285,11,41,52,19,7,5,12,41,77
2678,1628370,0,0,104,0,1614,298,794,0.375314,150,444,0.337837,97,109,0.889908,16,117,133,164,43,19,102,115,843
2679,600006,0,0,926,0,29636,6906,14898,0.463552,0,0,0,3642,4513,0.807001,260,976,2796,3594,473,121,305,2416,17454
2680,202328,0,0,619,417,17339,3312,6446,0.513807,0,16,0,1633,2315,0.705399,1754,3435,5189,1341,668,363,1179,1393,8257
